symbol	sample16_48hr_siNeg_1_S227	sample17_48hr_siNeg_2_S228	sample18_48hr_siNeg_3_S229	sample19_48hr_siFli1_1_S230	sample20_48hr_siFli1_2_S231	sample21_48hr_siFli1_3_S232
ENSG00000217776.1|RP11-156F23.2	0	0	0	0	0	0
ENSG00000217783.2|RP11-96F3.2	1	0	4	3	4	0
ENSG00000217786.1|RP3-508D13.1	0	0	0	0	0	0
ENSG00000217791.4|CTD-2081C10.2	0	1	0	1	3.02	2.12
ENSG00000217801.9|RP11-465B22.3	7	3	0	20	32	22
ENSG00000217805.2|RP11-191A15.2	0	0	0	0	0	0
ENSG00000217809.1|FAT1P1	0	0	0	0	0	0
ENSG00000217811.1|RP11-69I22.2	0	0	0	0	0	0
ENSG00000217824.1|RP3-323M4.3	0	0	0	0	0	0
ENSG00000217825.2|AC099552.4	0	0	0	0	4	1
ENSG00000217835.3|RP6-159A1.2	2	3.28	4.01	2	4	0
ENSG00000217862.2|HIST1H4PS1	0	0	0	0	0	0
ENSG00000217874.2|OR4F7P	0	0	0	0	0	0
ENSG00000217878.2|RP11-534P19.1	0	0	0	0	0	0
ENSG00000217889.3|RP11-66N11.5	0	0	0	1	1.48	1
ENSG00000217896.2|AC009235.4	0	0	0	0	0	0
ENSG00000217897.2|RP11-420K8.2	0	0	0	0	0	0
ENSG00000217929.4|RP1-24O22.3	56.95	42.79	58.93	175.86	221.3	206.69
ENSG00000217930.7|PAM16	486.57	583	520	254.32	379.57	300.69
ENSG00000217950.4|AC073869.20	7	7.75	7.08	2	4.72	1
ENSG00000218014.1|KRT19P1	0	0	0	0	0	0
ENSG00000218016.2|AL022393.6	0	0	0	0	2	0
ENSG00000218018.2|RP4-800J21.3	0	0	0	1	0	0
ENSG00000218020.3|RP11-716O23.3	0	0	0	0	0	0
ENSG00000218027.2|RP11-157J24.1	0	0	1	19	16	18
ENSG00000218029.3|RP1-232L24.2	0	0	0	0	0	0
ENSG00000218048.2|RP3-407E4.4	0	0	0	0	0	0
ENSG00000218049.1|RPL31P33	0	0	0	0	0	0
ENSG00000218052.5|RP11-561C5.5	0	2	1	3	3.01	5.01
ENSG00000218069.2|RP1-97D16.4	2	1	0	0	0	0
ENSG00000218073.1|RP1-13D10.2	1	1	3	0	1	4
ENSG00000218089.1|RP1-124O9.1	0	0	0	0	0	0
ENSG00000218107.1|RP1-261G23.4	0	0	0	0	0	0
ENSG00000218109.5|KIRREL3-AS3	0	0	0	0	0	0
ENSG00000218125.1|AP000567.27	0	0	0	0	0	0
ENSG00000218143.2|RP11-411K7.2	0	0	0	0	0	0
ENSG00000218153.2|RP1-93H18.4	0	0	0	0	1	0
ENSG00000218173.1|RP11-427E4.1	0	0	0	0	0	0
ENSG00000218175.2|AC016739.2	25	27	21	25	31	37
ENSG00000218180.2|RP11-129H15.2	0	0	0	0	0	0
ENSG00000218186.2|RP11-252E3.2	0	0	0	0	0	0
ENSG00000218187.2|RP11-325O24.1	0	0	0	0	0	0
ENSG00000218189.4|XXbac-BPG55C20.3	0	0	0	0	0	0
ENSG00000218194.1|RP1-55C23.4	0	0	0	0	0	0
ENSG00000218198.3|RP11-545M8.3	1	0	0	0	0	0
ENSG00000218208.1|RP11-367G18.2	2	6	2	2	9	1
ENSG00000218213.1|FTHL26	0	0	0	0	0	0
ENSG00000218226.1|RP11-114M11.2	0	2	1	0	1	1
ENSG00000218227.3|RP11-889L3.1	60	70.01	71.94	48	57.65	59.01
ENSG00000218233.1|NEPNP	1	0	0	0	0	0
ENSG00000218261.1|RP11-96J19.1	0	0	0	0	0	0
ENSG00000218265.1|RP11-501I19.4	0	2	1	1	1	2
ENSG00000218274.2|RP3-407E4.3	0	0	0	0	0	0
ENSG00000218281.1|HIST1H2APS3	0	0	0	0	0	0
ENSG00000218283.2|RP11-568G11.3	235.22	287.18	206.18	245.09	381.09	277.42
ENSG00000218300.1|RP11-63K6.4	0	0	0	0	0	0
ENSG00000218305.3|AC006024.4	0	0	0	0	0	0
ENSG00000218313.1|RP11-393I2.2	0	0	0	0	0	0
ENSG00000218336.8|TENM3	37	53	49	57	63	79
ENSG00000218337.1|RP4-724P12.1	0	0	0	0	0	0
ENSG00000218347.2|XXbac-BPG34I8.2	0	0	0	0	0	0
ENSG00000218350.1|RP11-789A7.1	4.02	2.02	2.01	2	3.01	2.02
ENSG00000218351.2|RP11-551A11.1	0	3	0	0	0	0
ENSG00000218357.3|LL22NC03-75H12.2	0	0	0	0	0	0
ENSG00000218358.2|RAET1K	6.67	4	9	5.4	0	1.05
ENSG00000218359.1|RP11-14H3.3	0	0	0	0	0	0
ENSG00000218363.1|RP1-108C2.2	0	0	0	0	0	0
ENSG00000218410.1|AC012078.2	0	0	0	0	0	0
ENSG00000218416.4|AC110619.2	6	7	1	21	25	23
ENSG00000218418.2|RP11-296E7.1	16.44	14.43	13.32	25.69	20.61	20.27
ENSG00000218424.2|RP3-406A7.4	0	0	0	0	0	0
ENSG00000218426.5|RP11-475C16.1	75.58	109.59	87	99.57	145.12	144.58
ENSG00000218428.1|RP1-136O14.1	0	0	0	0	0	0
ENSG00000218454.2|AC126365.3	0	0	0	0	0	0
ENSG00000218459.1|RPS27P15	0	0	0	0	0	0
ENSG00000218472.2|RP1-140K8.2	0	0	0	0	0	0
ENSG00000218475.2|RP11-93K7.1	0	0	0	0	0	0
ENSG00000218476.2|RP11-108N13.1	0	0	0	0	0	0
ENSG00000218483.1|RP11-554D15.2	0	0	0	0	0	0
ENSG00000218490.1|RP11-344F20.1	0	0	0	0	0	0
ENSG00000218499.1|RP3-422G23.3	0	0	0	0	0	0
ENSG00000218502.3|RP11-461N23.3	0	0	1	0	0	0
ENSG00000218510.7|RP1-224A6.4	377	411	367	288	398	329
ENSG00000218512.2|RP11-440J4.1	0	0	0	0	0	0
ENSG00000218520.5|RP11-184C23.4	0	0	0	0	0	0
ENSG00000218521.1|RP11-420A21.1	0	0	0	0	0	0
ENSG00000218536.1|AP002530.2	0	0	0	0	0	0
ENSG00000218537.1|MIF-AS1	39	43	35	41	34	42
ENSG00000218549.2|OR4K12P	0	0	0	0	0	0
ENSG00000218561.1|RP1-253B10.1	0	0	0	0	0	0
ENSG00000218565.2|RP11-12A2.1	0	2	3	0	0	1
ENSG00000218574.1|RP1-256G22.1	0	0	1	0	0	0
ENSG00000218577.1|RP3-416J7.1	0	0	0	0	0	0
ENSG00000218582.2|RP3-357D13.1	4	2	3	3	4	3
ENSG00000218586.3|RP4-791C19.1	0	0	0	1	0	1
ENSG00000218596.2|RP11-2J18.1	0	0	0	0	0	0
ENSG00000218617.1|RP3-407E4.2	0	0	0	0	0	0
ENSG00000218631.1|RP3-395C13.1	3	0	1	6	0	5
ENSG00000218632.3|RP11-425D10.4	0	0	0	0	0	0
ENSG00000218643.2|RP11-686D16.2	1	1	2	1	0	0
ENSG00000218672.1|AC008060.7	0	0	0	0	0	0
ENSG00000218676.1|RP3-442M11.1	0	0	0	0	0	0
ENSG00000218682.1|AC010150.1	3	0	0	1	0	3
ENSG00000218689.2|RP3-341I10.1	0	0	0	0	0	0
ENSG00000218690.2|HIST1H2APS4	1	2	0	1	0	0
ENSG00000218698.1|RP3-382I10.4	0	0	0	0	0	0
ENSG00000218713.1|RP1-34L19.1	1	0	0	1	1	0
ENSG00000218716.1|RP11-302L19.2	0	0	0	0	0	0
ENSG00000218725.2|RP11-174C7.2	0	0	0	0	0	0
ENSG00000218728.3|RP5-1032F13.1	0	0	0	0	0	0
ENSG00000218730.1|RP3-453I5.2	0	0	0	0	1	0
ENSG00000218732.1|RP5-1046G13.2	0	0	0	0	0	0
ENSG00000218739.9|CEBPZOS	787	881	725	923	1127	1075
ENSG00000218748.1|DBIP1	0	0	0	0	0	0
ENSG00000218749.1|RP3-340B19.5	0	0	0	0	0	0
ENSG00000218754.4|RP11-215L17.1	0	0	0	0	0	0
ENSG00000218757.1|RP3-472M2.2	0	0	0	0	0	0
ENSG00000218766.1|RP11-207F8.1	0	0	0	0	0	0
ENSG00000218772.2|RP11-557H15.1	0	0	0	0	0	1
ENSG00000218776.4|RP11-331O9.3	0	0	0	0	0	0
ENSG00000218792.2|RP1-9B16.2	0	0	0	0	0	0
ENSG00000218793.1|RP3-382I10.3	0	0	0	0	0	0
ENSG00000218803.1|RP11-397G5.5	0	0	1	0	0	0
ENSG00000218806.2|RP3-369A17.2	0	0	0	0	0	0
ENSG00000218809.1|RP1-229K20.5	0	0	0	0	0	0
ENSG00000218813.1|RP11-59D5__B.3	0	0	0	0	0	0
ENSG00000218819.4|TDRD15	0	0	0	0	0	0
ENSG00000218823.1|PAPOLB	0	0	0	1	0	0
ENSG00000218834.1|RP11-361F19.1	0	0	0	0	0	0
ENSG00000218839.5|FAM138C	0	0	0	0	2	0
ENSG00000218857.1|RP1-209B5.2	0	0	0	0	0	0
ENSG00000218868.1|RP1-23O21.1	0	0	0	0	0	0
ENSG00000218870.1|RP11-160A9.1	0	0	0	0	0	0
ENSG00000218872.1|RP11-249L21.2	0	0	0	0	0	0
ENSG00000218890.1|NUFIP1P	1	0	1	0	1	0
ENSG00000218891.4|ZNF579	301	292	312	371	506	479
ENSG00000218893.1|RP3-451B15.3	0	0	0	0	0	0
ENSG00000218896.1|RP1-20N2.2	0	0	0	0	0	0
ENSG00000218902.3|PTMAP3	0	0	0	0	0	0
ENSG00000218965.1|RP11-11D8.3	0	0	0	0	0	0
ENSG00000218976.2|RP11-528A10.1	0	1	0	0	0	0
ENSG00000218980.2|FTH1P15	0	1	0	0	0	1
ENSG00000218986.1|RP1-137F1.3	0	0	0	0	0	0
ENSG00000218991.1|RP1-55C23.5	0	0	0	0	0	0
ENSG00000218996.1|RP1-99E18.2	1.04	0	0	0	0	0
ENSG00000219023.1|RP3-340B19.2	2.45	3.46	3.35	2.58	7.04	2.57
ENSG00000219027.2|AL031705.1	1	0	2	0	0	1
ENSG00000219039.2|AC005102.1	0	0	0	0	0	0
ENSG00000219061.4|RP11-707M1.4	0	0	0	0	0	0
ENSG00000219073.7|CELA3B	0	0	0	0	0	0
ENSG00000219074.1|RP11-506E9.1	0	0	0	0	0	0
ENSG00000219085.1|RP13-371D18.2	0	0	2	3	0	4
ENSG00000219087.2|RP3-433F14.2	0	0	0	0	0	0
ENSG00000219088.1|RP3-359N14.1	0	0	0	0	0	0
ENSG00000219095.1|RP11-323I14__A.1	0	0	0	0	0	0
ENSG00000219102.3|RP1-167A19.5	0	2	3	2	2	0
ENSG00000219133.2|RP11-203F10.6	0	0	0	0	0	0
ENSG00000219135.1|RP11-129H15.3	0	0	0	0	0	0
ENSG00000219139.1|RP11-304C16.2	0	0	0	0	0	0
ENSG00000219146.1|RP11-134L4.1	0	0	0	0	0	0
ENSG00000219149.4|RP11-214N16.2	0	0	0	0	0	1
ENSG00000219150.2|RP11-569A2.2	0	0	0	0	0	0
ENSG00000219159.4|AC011298.2	0	0	0	0	0	0
ENSG00000219163.2|RP1-34L19.2	1	0	2	0	0	0
ENSG00000219186.2|FTH1P19	4	1	2	0	0	3
ENSG00000219188.1|RP11-107N4.1	0	0	0	0	0	0
ENSG00000219190.1|RP1-253B10.2	0	0	0	0	0	0
ENSG00000219200.11|RNASEK	1580.68	1701.3	1540.11	1836.59	2484.6	1965.79
ENSG00000219201.4|RP11-181C21.4	26.36	44.37	33.27	17.07	21.2	24.27
ENSG00000219222.1|RP11-480N24.3	0	0	0	0	0	0
ENSG00000219240.2|RP11-63K6.5	0	0	0	0	0	0
ENSG00000219249.2|RP11-507C10.4	0	0	0	0	0	0
ENSG00000219253.1|RPS6P7	0	0	0	0	0	0
ENSG00000219257.2|RP11-14I4.2	0	0	0	0	0	0
ENSG00000219262.1|OR2E1P	0	0	0	0	0	0
ENSG00000219273.1|RP1-217P22.2	0	0	0	0	0	0
ENSG00000219274.1|LA16c-358B7.2	0	0	0	0	0	0
ENSG00000219280.1|VN1R8P	0	0	0	0	0	0
ENSG00000219284.2|RP11-151M7.1	0	0	0	0	0	0
ENSG00000219294.6|RP1-303A1.2	0	0	1	1	1	0
ENSG00000219297.1|RP1-197L1.1	0	0	0	0	0	0
ENSG00000219298.1|RP11-472G23.3	0	0	0	1	0	0
ENSG00000219302.2|RP11-174C7.3	0	0	0	0	0	0
ENSG00000219314.1|RP1-273P12.1	0	0	0	0	0	0
ENSG00000219329.1|RP11-397G5.2	1	1	0	2	0	0
ENSG00000219355.2|RPL31P52	5	2	2	1	0	1
ENSG00000219361.1|RP11-250B2.2	0	0	0	0	0	0
ENSG00000219368.3|ZNF299P	0	0	0	0	0	0
ENSG00000219375.1|RP11-69L16.3	0	0	0	0	0	0
ENSG00000219384.1|RP11-491H9.3	0	0	0	0	0	0
ENSG00000219387.2|RP11-538A16.1	0	0	0	0	0	0
ENSG00000219391.1|AC019129.1	0	0	0	0	0	0
ENSG00000219392.1|RP1-265C24.5	0	0	0	0	0	0
ENSG00000219395.2|RP11-351K16.4	7	8	1	19	10	10
ENSG00000219404.2|RP11-524C21.1	0	0	0	0	0	0
ENSG00000219409.2|RP11-106E7.1	0	0	0	0	0	1
ENSG00000219410.6|RP4-761J14.8	0	1	0	0	0	0
ENSG00000219430.2|MBL3P	0	0	0	0	0	0
ENSG00000219433.2|RP11-350J20.4	0	1	0	0	0	0
ENSG00000219435.5|TEX40	10.56	6	7	3.51	8	6
ENSG00000219438.8|FAM19A5	572	630	629	125	182	128
ENSG00000219445.2|RP11-3B12.3	0	0	0	0	0	0
ENSG00000219451.3|AC005251.3	5	8	3	6	5	7
ENSG00000219453.1|RP4-810F7.1	0	0	0	0	0	0
ENSG00000219463.1|RP11-240M16.2	0	0	0	0	0	0
ENSG00000219470.1|RP3-337H4.6	4.05	4.78	4.66	5.95	10.09	5.66
ENSG00000219481.10|NBPF1	3337.94	3881.4	3465.07	4376.52	5710.97	5047.84
ENSG00000219487.2|RP11-365H23.1	0	1	0	0	0	0
ENSG00000219491.6|RP11-158D1.1	0	0	0	0	0	0
ENSG00000219492.4|RP11-1396O13.13	0	0	0	0	0	0
ENSG00000219500.1|RP11-15J23.1	0	0	0	0	0	0
ENSG00000219507.4|L29074.1	7.32	7.55	6.65	10.72	14.77	18.99
ENSG00000219529.2|AP000580.1	12.08	7.36	7.86	11.51	13.12	6.86
ENSG00000219532.2|RP3-323K23.3	0	0	0	0	0	0
ENSG00000219545.11|UMAD1	153	174.94	147	123	163	149
ENSG00000219547.1|RPL17P25	0	0	0	0	0	0
ENSG00000219549.1|RP11-374I15.1	0	0	0	0	0	0
ENSG00000219553.2|RP1-281H8.3	0	1	0	0	0	0
ENSG00000219559.1|RP11-346C16.4	0	0	0	0	1	0
ENSG00000219565.2|ZNF259P1	0	0	0	0	0	0
ENSG00000219575.1|RP1-288M22.1	0	0	0	0	0	0
ENSG00000219582.3|RP11-31K13.1	0	0	0	0	0	0
ENSG00000219592.2|AP001605.6	0	0	0	0	0	0
ENSG00000219604.1|RP11-132M7.2	0	0	0	0	0	0
ENSG00000219607.3|PPP1R3G	17	13	11	18	39	29
ENSG00000219608.3|RP5-901O8.3	0	0	0	0	1	1
ENSG00000219619.2|RP11-126M14.1	0	0	0	0	0	0
ENSG00000219622.1|RP11-291C6.1	0	0	0	0	0	0
ENSG00000219626.8|FAM228B	94	107	101	269.43	324.2	295.27
ENSG00000219627.1|RP11-482L14.1	0	0	0	0	0	0
ENSG00000219642.2|RP11-775I22.2	1.2	0	1.02	3.54	4.02	2.01
ENSG00000219653.1|GCNT1P4	0	1	0	0	0	0
ENSG00000219665.8|CTD-2006C1.2	132	122	128	102	97	98
ENSG00000219666.2|RP11-174C7.1	0	0	0	0	0	0
ENSG00000219669.1|RP1-20N4.1	0	0	0	0	0	0
ENSG00000219681.2|RP11-191A15.4	0	0	0	0	0	0
ENSG00000219682.4|RP3-425P12.4	4.83	2.08	1.31	1.05	1.05	1.03
ENSG00000219693.3|RP11-262H14.11	0	0	0	0	2.82	0
ENSG00000219699.2|RP11-325O24.2	0	0	0	0	0	0
ENSG00000219700.1|RP11-425D10.2	0	0	0	0	0	0
ENSG00000219702.1|RP5-991C6.2	0	0	0	0	0	0
ENSG00000219703.1|RP1-92C8.2	0	0	0	0	0	0
ENSG00000219712.1|RP11-532F6.2	0	0	0	0	0	0
ENSG00000219722.1|RPL26P20	0	0	0	0	0	0
ENSG00000219736.1|RP11-560O20.1	0	0	0	0	0	0
ENSG00000219738.2|XXbac-BPG34I8.3	0	0	0	0	0	0
ENSG00000219747.1|RP1-292B18.1	4	4.01	5.01	3	0	1
ENSG00000219755.1|RP1-199J3.5	0	3	2	2	11	5
ENSG00000219757.1|RP11-793L10.1	0	0	0	0	0	0
ENSG00000219758.6|RP1-249H1.3	0	0	0	0	0	0
ENSG00000219770.1|VN1R11P	0	0	0	0	0	0
ENSG00000219773.1|RP11-506B6.3	5.67	0.74	3.74	2.78	5.8	2.76
ENSG00000219776.2|RP11-123H21.1	0	0	0	0	0	0
ENSG00000219784.2|RP1-172I22.1	0	0	0	0	0	0
ENSG00000219790.3|RP11-129K24.3	0	0	0	0	0	0
ENSG00000219797.2|PPIAP9	1.97	0	1.88	0	0	1
ENSG00000219806.1|RP11-15H7.1	0	0	0	0	0	0
ENSG00000219807.2|RP1-133P16.1	0	0	0	0	0	0
ENSG00000219814.2|XX-C2158C6.2	0	0	0	0	20.69	0
ENSG00000219863.5|RPL31P28	0	0	1	0	0	0
ENSG00000219867.1|RP11-40G16.1	0	0	0	0	0	0
ENSG00000219870.2|RP11-430A19.2	0	0	0	0	0	0
ENSG00000219881.1|GAPDHP42	0	0	0	0	0	0
ENSG00000219891.2|ZSCAN12P1	4	0	1	1	8	2
ENSG00000219902.1|RP3-355L5.2	2	0	3	2	1	3
ENSG00000219926.11|OR7E104P	8	9	5	55	64.49	48.54
ENSG00000219928.2|RP11-40C6.2	0	0	0	1	1	0
ENSG00000219930.4|RP11-274K13.4	0	0	0	0	0	0
ENSG00000219932.6|RPL12P8	0	0	1.01	1.02	1.12	0
ENSG00000219940.2|RP11-184C23.3	0	0	0	0	0	0
ENSG00000219941.1|RP1-84D21.1	0	0	0	0	0	0
ENSG00000219951.4|RP11-378G13.2	0	0.97	0	0	0	0
ENSG00000219986.2|RP11-320C15.1	0	0	2	0	1	0
ENSG00000219992.2|RP11-420L9.2	0	0	0	4	2	4
ENSG00000219993.1|RP11-288G3.3	0	0	0	0	0	0
ENSG00000220008.3|LINGO3	0	0	1	0	3	1
ENSG00000220030.1|RP1-91N13.1	0	0	0	0	0	0
ENSG00000220069.1|RP1-263J7.1	0	0	0	0	0	0
ENSG00000220076.1|RP1-207H1.2	0	0	0	0	0	0
ENSG00000220091.2|RP11-445L13__B.1	1	2	0	0	0	0
ENSG00000220105.2|RP11-307I14.2	0	0	0	1	0	0
ENSG00000220110.1|RP1-6P5.2	0	0	0	0	0	0
ENSG00000220113.2|RP11-203B4.1	0	0	0	0	0	0
ENSG00000220125.1|AF196969.5	0	0	0	0	0	0
ENSG00000220130.1|RP1-72A23.3	0	0	0	0	0	0
ENSG00000220131.1|RP4-570O12.2	0	0	0	0	0	0
ENSG00000220132.1|AF238380.8	0	0	0	0	0	0
ENSG00000220139.1|RP3-354N19.1	0	0	0	0	0	0
ENSG00000220154.2|RP11-46B11.2	0	0	0	0	0	0
ENSG00000220157.4|CTC-512J14.4	1	0	0	0	2	0
ENSG00000220161.4|RP1-37N7.3	65.08	59.96	67.87	39.8	46.59	34.9
ENSG00000220181.1|RP11-486M3.2	0	0	0	0	0	0
ENSG00000220184.2|RP3-438G17.1	0	0	0	5	3	2
ENSG00000220201.7|ZGLP1	47.99	38.68	52.95	75.22	91.35	73.83
ENSG00000220204.1|RP1-53C18.3	0	0	0	0	0	0
ENSG00000220205.8|VAMP2	1096	1215	1067	1457	1768	1489
ENSG00000220212.1|OR4F1P	0	0	0	0	0	0
ENSG00000220237.1|RP11-300D11.2	0	0	0	0	0	0
ENSG00000220240.1|RP11-76H14.5	0	0	0	0	0	0
ENSG00000220248.1|AC007064.23	0	0	0	0	1	0
ENSG00000220256.3|AC093802.1	0	0	0	0	0	0
ENSG00000220267.1|RP11-459O1.1	0	0	1	0	0	0
ENSG00000220291.1|RP3-455E7.1	0	0	0	0	0	0
ENSG00000220305.1|RP1-56L9.3	2	2	1	13	7	13
ENSG00000220311.1|RPL35AP18	0	0	0	0	0	0
ENSG00000220323.3|HIST2H2BD	1.19	17	12.74	27	20.64	25.53
ENSG00000220326.2|RP11-129H15.1	0	0	0	0	0	0
ENSG00000220340.1|RP3-433F14.1	0	0	0	0	0	0
ENSG00000220343.5|RP11-440K22.1	0	0	0	0	0	0
ENSG00000220347.1|RP11-230C9.1	0	0	0	0	0	0
ENSG00000220349.4|RP3-431A14.4	0	0	0	0	0	1
ENSG00000220370.1|RP3-399J4.2	0	0	0	0	0	0
ENSG00000220377.1|RP1-152L7.3	0	0	0	0	0	0
ENSG00000220378.3|RP11-332B14.2	0	0	0	0	0	0
ENSG00000220392.1|RP5-1112D6.3	0	0	0	0	0	0
ENSG00000220412.1|RP11-95M15.2	0	2	0	0	0	0
ENSG00000220418.1|RP1-131H7.2	0	0	0	0	0	0
ENSG00000220446.2|RP3-520B18.1	0	0	0	0	0	0
ENSG00000220447.1|RP1-276J11.2	0	0	0	0	0	0
ENSG00000220472.1|RP11-69L16.5	6	13	11	11	18.09	8
ENSG00000220483.4|MCART3P	0	0	0	0	0	0
ENSG00000220494.4|RP11-361F15.3	0	0	0	0	4	0
ENSG00000220505.2|RP11-111D3.1	0	0	0	0	0	0
ENSG00000220506.2|RP3-415N12.1	0	0	0	0	0	0
ENSG00000220514.1|RP11-331O9.6	0	0	0	0	0	0
ENSG00000220515.2|RP11-380M3.3	0	0	0	0	0	0
ENSG00000220517.2|RP11-367G6.2	0	0	1	7	7.87	5.6
ENSG00000220522.2|RP1-177A13.1	0	0	0	0	0	0
ENSG00000220537.1|RP3-492P14.2	0	0	0	0	0	0
ENSG00000220540.1|RP1-298M8.1	0	0	0	0	0	0
ENSG00000220541.4|RP5-1170D6.1	0	0	0	0	0	0
ENSG00000220548.3|RP11-162L10.1	0	0	0	0	0	0
ENSG00000220553.1|RP11-173O8.1	0	0	0	0	0	0
ENSG00000220556.4|RP1-202I21.3	0	0	0	0	0	0
ENSG00000220557.1|RP5-1181K21.2	0	0	0	0	0	0
ENSG00000220563.1|RP11-33E24.1	0	1	0	4	10	6
ENSG00000220575.7|AC093726.4	0	0	0	0	0	0
ENSG00000220581.1|VN1R12P	0	0	0	0	0	0
ENSG00000220583.1|RP11-513I15.5	4.08	7.86	4.01	0	1.95	9.01
ENSG00000220585.4|RP11-236B18.1	0	1	0	0	0	0
ENSG00000220586.1|RP1-278E11.5	0	0	0	0	0	0
ENSG00000220598.1|RP3-422F24.2	0	0	0	0	0	0
ENSG00000220600.2|RP3-509I19.6	0	0	0	2	1	0
ENSG00000220614.1|RP11-480N24.4	0	0	0	0	0	0
ENSG00000220635.2|KRASP1	0	0	0	0	0	0
ENSG00000220643.1|RP3-391O22.1	0	0	0	0	0	0
ENSG00000220660.2|RP3-406A7.3	0	0	0	0	0	0
ENSG00000220666.2|RCC2P7	0	0	0	0	1	4
ENSG00000220685.3|RP11-530A18.1	4	10	1	2	11	6
ENSG00000220694.2|RP3-403A15.1	0	0	0	0	2	0
ENSG00000220695.1|RP1-121G13.3	0	0	0	0	0	1
ENSG00000220702.1|RP1-32I10.10	0	0	0	0	0	0
ENSG00000220721.2|OR1F12	0	0	0	0	0	0
ENSG00000220725.1|RP11-228O6.2	0	0	0	0	0	0
ENSG00000220730.2|RP11-474L11.3	0	0	0	0	0	0
ENSG00000220733.1|RP11-331O9.5	0	0	0	0	0	0
ENSG00000220734.1|RP3-510O8.3	0	0	0	0	0	0
ENSG00000220739.2|RP11-277I20.3	0	0	0	0	0	0
ENSG00000220744.1|RP3-351K20.4	13.94	6	5.84	9	13.73	12.85
ENSG00000220745.2|RP1-101K10.4	0	0	0	0	0	0
ENSG00000220748.2|RP1-59B16.1	0	0	0	0	0	0
ENSG00000220749.4|RP11-565J7.3	3.55	1.09	2.1	1.06	0	2.13
ENSG00000220758.4|VN1R10P	0	0	0	0	0	0
ENSG00000220771.2|RP3-322L4.2	0	0	0	0	0	1
ENSG00000220773.1|RP3-334F4.1	0	0	0	0	0	0
ENSG00000220785.7|MTMR9L	2	4	4	22	40	17
ENSG00000220793.5|RPL21P119	0	0	0	3.77	0	5.05
ENSG00000220804.8|AC093642.5	30.47	26.15	21.84	39	55.69	47.66
ENSG00000220831.4|RP11-424A16.1	0	0	0	0	0	0
ENSG00000220842.6|RP11-572P18.1	100.89	135.32	98.03	95.13	106.32	113.3
ENSG00000220848.4|RP1-12G14.3	12	9	8	4.23	19.85	14.25
ENSG00000220867.1|RP3-403L10.2	1	1	0	0	2	2
ENSG00000220868.2|RP11-127P7.2	0	0	0	0	0	1
ENSG00000220871.1|RP11-29C12.1	0	0	0	0	0	0
ENSG00000220875.1|H3F3AP1	0	0	0	0	0	2
ENSG00000220884.2|RP11-357P24.2	0	0	0	0	0	1
ENSG00000220891.1|LL22NC03-63E9.3	0	0	0	3	0	1
ENSG00000220908.2|RP11-127B16.1	0	0	0	0	0	0
ENSG00000220913.1|RP11-235G24.2	0	0	0	0	0	0
ENSG00000220918.1|RP1-92C4.1	0	0	0	0	0	0
ENSG00000220920.1|RP3-525L6.2	0	0	0	0	0	0
ENSG00000220924.4|RP11-148B6.4	0	0	0	0	0	0
ENSG00000220925.2|RP13-46G5.4	0	0	0	0	0	0
ENSG00000220937.3|RP11-125K10.2	0	0	0	0	1	0
ENSG00000220948.4|RP11-56P9.2	0	0	0	0	0	0
ENSG00000220949.2|CTC-499B15.1	0	0	0	0	0	0
ENSG00000220960.1|RP1-72A23.1	0	0	0	0	0	0
ENSG00000220986.1|SNORA50D	0	0	0	0	0	0
ENSG00000220988.1|SNORD88C	0	0	0	0	0	0
ENSG00000221015.1|RNU6ATAC29P	0	0	0	0	0	0
ENSG00000221017.1|MIR1323	0	0	0	0	0	0
ENSG00000221023.1|RNU6ATAC19P	0	0	0	0	0	0
ENSG00000221025.1|MIR1250	0	0	0	0	0	0
ENSG00000221028.1|MIR1231	0	0	0	0	0	0
ENSG00000221031.1|RF00621	0	0	0	0	0	0
ENSG00000221033.1|MIR1272	0	0	0	0	0	0
ENSG00000221036.5|MIR1193	0	0	0	0	0	0
ENSG00000221038.1|RNU6ATAC7P	0	0	0	0	0	0
ENSG00000221039.3|MIR1286	0	0	0	0	0	0
ENSG00000221040.2|RF00012	0	0	0	0	0	0
ENSG00000221042.1|RF00622	0	0	0	0	0	0
ENSG00000221043.2|RF00012	0	0	0	0	0	0
ENSG00000221044.2|RF00012	0	0	1	2	0	0
ENSG00000221046.1|RNU6ATAC38P	0	0	0	0	0	0
ENSG00000221052.3|MIR1266	0	0	0	0	0	0
ENSG00000221055.1|MIR1302-3	0	0	0	0	0	0
ENSG00000221059.1|RNU6ATAC6P	0	0	0	0	0	0
ENSG00000221060.1|RF00614	0	0	0	0	0	0
ENSG00000221063.3|MIR1296	0	0	0	0	0	0
ENSG00000221065.1|MIR1233-2	0	0	0	0	0	0
ENSG00000221066.1|SNORD111	0	0	0	0	0	0
ENSG00000221081.1|MIR320D2	0	0	0	0	0	0
ENSG00000221083.1|RF00599	0	0	0	0	1	0
ENSG00000221091.1|MIR1302-5	0	0	0	0	0	0
ENSG00000221093.1|RF00334	0	0	0	0	0	0
ENSG00000221102.1|SNORA11B	0	0	0	0	0	0
ENSG00000221114.1|RNU6ATAC30P	0	0	0	0	0	0
ENSG00000221116.1|SNORD110	0	0	0	1	0	0
ENSG00000221120.1|MIR1224	0	0	0	0	0	0
ENSG00000221125.2|RF00012	0	0	0	0	0	0
